source_image,tag_index,detector_confidence,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sale_classification,is_promo,sale_reason,sale_color_reason,sale_geometry_reason,sale_keyword_match,sale_baseline_color,sale_baseline_confidence,sale_baseline_source,tag_color,tag_red_ratio,tag_yellow_ratio,tag_background_lab_b,tag_background_saturation,tag_aspect_ratio,tag_area,tag_area_to_median_ratio,tag_area_to_shelf_median_ratio,sale_shelf_index,primary_price,primary_value,primary_price_confidence,secondary_price,secondary_value,secondary_price_confidence,tertiary_price,tertiary_value,tertiary_price_confidence,price_count,prices,price_values,crop_file,ocr_error,ocr_text,closest_product_index,closest_product_label,closest_product_score,closest_product_is_unknown,closest_product_is_rejected,closest_product_distance_px,preferred_product_index,preferred_product_label,preferred_product_distance_px,alignment_shelf_row_index,alignment_horizontal_offset_ratio,alignment_vertical_gap_ratio,alignment_match_cost,alignment_one_to_one_reassigned,alignment_one_to_one_rejection_count,aligned_product_index,aligned_product_label,aligned_product_score,aligned_product_is_unknown,aligned_product_is_rejected,alignment_corrected,alignment_correction_reason,alignment_consensus_label,alignment_consensus_votes,alignment_consensus_total,alignment_consensus_share,alignment_consensus_product_indices,alignment_distance_px,alignment_dx_px,alignment_dy_px,alignment_product_center_x,alignment_product_center_y,alignment_price_tag_center_x,alignment_price_tag_center_y,alignment_status
IMG_7292.HEIC,0,0.9553046226501465,455,2267,606,2393,uncertain,,insufficient_color_baseline,insufficient_image_color_baseline,,,,0.0,insufficient_support,white,0.0,0.0,-7.0,22.0,0.8344370860927153,19026,1.0,1.0,0,"7,49",7.49,0.9991728067398071,"7,99",7.99,0.9993329048156738,,,,2,"7,49 / 7,99",7.49 / 7.99,price_tag_crops\tag_0000_price_7_49__7_99.jpg,,"7,49 | 7,99",28,__Unknown__,0.4906744460264842,True,True,365.87771181092734,28,__Unknown__,365.87771181092734,0,0.3856655290102389,0.5481927710843374,0.4404848061186727,True,0,24,__Unknown__,0.4822657108306885,True,True,False,,,,,,,365.8865944524341,-113.0,348.0,643.5,1982.0,530.5,2330.0,aligned_unknown
