source_image,tag_index,detector_confidence,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sale_classification,is_promo,sale_reason,sale_color_reason,sale_geometry_reason,sale_keyword_match,sale_baseline_color,sale_baseline_confidence,sale_baseline_source,tag_color,tag_red_ratio,tag_yellow_ratio,tag_background_lab_b,tag_background_saturation,tag_aspect_ratio,tag_area,tag_area_to_median_ratio,tag_area_to_shelf_median_ratio,sale_shelf_index,primary_price,primary_value,primary_price_confidence,secondary_price,secondary_value,secondary_price_confidence,tertiary_price,tertiary_value,tertiary_price_confidence,price_count,prices,price_values,crop_file,ocr_error,ocr_text,closest_product_index,closest_product_label,closest_product_score,closest_product_is_unknown,closest_product_is_rejected,closest_product_distance_px,preferred_product_index,preferred_product_label,preferred_product_distance_px,alignment_shelf_row_index,alignment_horizontal_offset_ratio,alignment_vertical_gap_ratio,alignment_match_cost,alignment_one_to_one_reassigned,alignment_one_to_one_rejection_count,aligned_product_index,aligned_product_label,aligned_product_score,aligned_product_is_unknown,aligned_product_is_rejected,alignment_corrected,alignment_correction_reason,alignment_consensus_label,alignment_consensus_votes,alignment_consensus_total,alignment_consensus_share,alignment_consensus_product_indices,alignment_distance_px,alignment_dx_px,alignment_dy_px,alignment_product_center_x,alignment_product_center_y,alignment_price_tag_center_x,alignment_price_tag_center_y,alignment_status
IMG_7358.HEIC,0,0.9718677997589111,1530,2617,1746,2704,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.006113092205807438,39.0,100.0,0.4027777777777778,18792,1.0189231686818847,1.0245338567222768,3,"10,99",10.99,0.9612334966659546,,,,,,,1,"10,99",10.99,price_tag_crops\tag_0000_price_10_99.jpg,,"BISC MAIZENA FORT TRAD 35IC | 6 | 10,99",49,__Unknown__,0.6284751892089844,True,True,245.88005205790893,55,RANCHEIRO__RANCHEIRO BISCOITO MAIZENA RANCHEIRO,298.37979154091516,3,0.46070726915520627,2.6810344827586206,-0.02118928256893171,False,0,55,RANCHEIRO__RANCHEIRO BISCOITO MAIZENA RANCHEIRO,0.7609623551368714,False,False,True,directly_above_known,,,,,,298.37979154091516,-234.5,184.5,1872.5,2476.0,1638.0,2660.5,corrected_directly_above_known
IMG_7358.HEIC,1,0.9693542122840881,1043,2614,1285,2705,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.03692746000438308,44.0,115.0,0.3760330578512397,22022,1.1940573659382965,1.2006324283066188,3,"8,99",8.99,0.9991968274116516,,,,,,,1,"8,99",8.99,price_tag_crops\tag_0001_price_8_99.jpg,,"BISC CHAMP PONTO ALEGRE 150G | A | 8,99",57,__Unknown__,0.5407775282859802,True,True,253.67794543475787,57,__Unknown__,253.67794543475787,3,0.4835680751173709,0.6577060931899642,0.5493386844363672,True,0,28,__Unknown__,0.5460236867268881,True,True,False,,,,,,,383.09920386239384,-206.0,323.0,1370.0,2336.5,1164.0,2659.5,aligned_unknown
IMG_7358.HEIC,2,0.9680444002151489,1570,1992,1795,2080,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0002388344877000239,37.0,91.0,0.39111111111111113,19800,1.0735780512931736,0.9832402234636871,2,"6,99",6.99,0.9820698499679565,,,,,,,1,"6,99",6.99,price_tag_crops\tag_0002_price_6_99.jpg,,BISC AMANDA MAIZENA JODG | RS | 6.99,36,__Unknown__,0.5130545645952225,True,True,96.3029075365848,36,__Unknown__,96.3029075365848,2,0.09749034749034749,0.6714285714285714,0.16463320463320463,False,0,36,__Unknown__,0.5130545645952225,True,True,False,,,,,,,96.3029075365848,50.5,82.0,1632.0,1954.0,1682.5,2036.0,aligned_unknown
IMG_7358.HEIC,3,0.9671383500099182,593,2624,806,2708,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.022483660130718956,37.0,110.0,0.39436619718309857,17892,0.9701241663503768,0.9754661432777233,3,"8,99",8.99,0.9911971092224121,,,,,,,1,"8,99",8.99,price_tag_crops\tag_0003_price_8_99.jpg,,"DA BAD1NY 12 | 8,99",12,__Unknown__,0.5710577964782715,True,True,207.9116398857938,12,__Unknown__,207.9116398857938,3,0.4647887323943662,0.3724137931034483,0.502030111704711,False,0,12,__Unknown__,0.5710577964782715,True,True,False,,,,,,,207.9116398857938,165.0,126.5,534.5,2539.5,699.5,2666.0,aligned_unknown
IMG_7358.HEIC,4,0.9661175012588501,351,1284,590,1373,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,45.0,107.0,0.3723849372384937,21271,1.1533373095483381,1.0,1,"7,99",7.99,0.9997901320457458,,,,,,,1,"7,99",7.99,price_tag_crops\tag_0004_price_7_99.jpg,,BISC CLUB SOCIAL 144G | AS | 7.99,4,__Unknown__,0.4783930480480194,True,True,235.11965039102964,4,__Unknown__,235.11965039102964,1,0.11330935251798561,0.1115485564304462,0.12446420816103024,False,0,4,__Unknown__,0.4783930480480194,True,True,False,,,,,,,235.11965039102964,31.5,233.0,439.0,1095.5,470.5,1328.5,aligned_unknown
IMG_7358.HEIC,5,0.965604305267334,1920,1278,2161,1369,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,35.0,83.0,0.3775933609958506,21931,1.189123244591444,1.0310281604061868,1,"6,99",6.99,0.8572467565536499,,,,,,,1,"6,99",6.99,price_tag_crops\tag_0005_price_6_99.jpg,,BISC AMANDA COCO 300G | ad | 6.99,15,__Unknown__,0.6283330082893371,True,True,188.81538602560968,15,__Unknown__,188.81538602560968,1,0.09489795918367347,0.13763066202090593,0.10866102538576407,False,0,15,__Unknown__,0.6283330082893371,True,True,False,,,,,,,188.81538602560968,46.5,183.0,1994.0,1140.5,2040.5,1323.5,aligned_unknown
IMG_7358.HEIC,6,0.9652084112167358,599,1995,824,2086,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,36.0,94.0,0.40444444444444444,20475,1.1101773030418045,1.0167597765363128,2,"9,99",9.99,0.9403103590011597,,,,,,,1,"9,99",9.99,price_tag_crops\tag_0006_price_9_99.jpg,,BISC PIT STOP ORIG 228G | AS | 9.99,56,__Unknown__,0.49695972353219986,True,True,331.09288726881465,56,__Unknown__,331.09288726881465,2,0.47895500725689405,0.05204778156996587,0.48415978541389065,True,0,40,__Unknown__,0.5479291439056396,True,True,False,,,,,,,462.1171388295396,-330.0,323.5,1041.5,1717.0,711.5,2040.5,aligned_unknown
IMG_7358.HEIC,7,0.9638411402702332,1199,3758,1417,3841,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.00980392156862745,31.0,95.0,0.38073394495412843,18094,0.9810768313181153,1.2581878867950769,5,,,,,,,,,,0,,,price_tag_crops\tag_0007_price_not_found.jpg,price_not_found,,26,__Unknown__,0.475013792514801,True,True,757.773877881786,26,__Unknown__,757.773877881786,5,,,,True,0,,,,,,,,,,,,,,,,,,1308.0,3799.5,no_available_product_for_one_to_one
IMG_7358.HEIC,8,0.9631922841072083,1783,3764,1980,3837,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.7229907773386034,17.0,62.0,0.37055837563451777,14381,0.7797538361437943,1.0,5,,,,,,,,,,0,,,price_tag_crops\tag_0008_price_not_found.jpg,price_not_found,,26,__Unknown__,0.475013792514801,True,True,316.58963975468305,26,__Unknown__,316.58963975468305,5,0.36182336182336183,0.13457330415754923,0.37528069223911675,False,0,26,__Unknown__,0.475013792514801,True,True,False,,,,,,,316.58963975468305,-127.0,290.0,2008.5,3510.5,1881.5,3800.5,aligned_unknown
IMG_7358.HEIC,9,0.9617733359336853,1939,569,2210,662,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,34.0,85.0,0.34317343173431736,25203,1.366534728623326,1.0601745714586182,0,"10,00",10.0,0.9076000452041626,,,,,,,1,"10,00",10.00,price_tag_crops\tag_0009_price_10_00.jpg,,BIGC VIT DELICITA CRISTAL 414G | 期 | 10.00,10,__Unknown__,0.556798666715622,True,True,141.79210133149166,10,__Unknown__,141.79210133149166,0,0.22509225092250923,0.14974619289340102,0.24006687021184933,False,0,10,__Unknown__,0.556798666715622,True,True,False,,,,,,,141.79210133149166,-61.0,128.0,2135.5,487.5,2074.5,615.5,aligned_unknown
IMG_7358.HEIC,10,0.96165931224823,0,2623,131,2706,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.06065217391304348,44.0,109.0,0.6335877862595419,10873,0.5895461692783169,0.5927924980918111,3,"7,99",7.99,0.9985471367835999,,,,,,,1,"7,99",7.99,price_tag_crops\tag_0010_price_7_99.jpg,,7.99,21,__Unknown__,0.5568607449531555,True,True,174.322259049153,21,__Unknown__,174.322259049153,3,0.31857142857142856,0.2745664739884393,0.3460280759702725,False,0,21,__Unknown__,0.5568607449531555,True,True,False,,,,,,,174.322259049153,-111.5,134.0,177.0,2530.5,65.5,2664.5,aligned_unknown
IMG_7358.HEIC,11,0.9614561796188354,1462,3174,1660,3247,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.6615434924787443,24.0,87.0,0.3686868686868687,14454,0.7837119774440167,1.0,4,"2,89",2.89,0.8929299712181091,,,,,,,1,"2,89",2.89,price_tag_crops\tag_0011_price_2_89.jpg,,289,51,RANCHEIRO__RANCHEIRO ROSQ RECHEADA RANCHEIRO CHOC-COCO,0.81591317653656,False,False,306.0236918932912,51,RANCHEIRO__RANCHEIRO ROSQ RECHEADA RANCHEIRO CHOC-COCO,306.0236918932912,4,0.43394077448747154,0.07572115384615384,0.4415128898720869,False,0,51,RANCHEIRO__RANCHEIRO ROSQ RECHEADA RANCHEIRO CHOC-COCO,0.81591317653656,False,False,False,,,,,,,306.0236918932912,-190.5,239.5,1751.5,2971.0,1561.0,3210.5,aligned_known
IMG_7358.HEIC,12,0.9581738710403442,342,577,599,670,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,38.0,95.0,0.36186770428015563,23901,1.2959388385837445,1.0054054054054054,0,"7,00",7.0,0.9387902617454529,,,,,,,1,"7,00",7.00,price_tag_crops\tag_0012_price_7_00.jpg,,BOMBOM GAROTO 250/2300 |  | 700,8,__Unknown__,0.5521366000175476,True,True,180.589313083582,8,__Unknown__,180.589313083582,0,0.1388888888888889,0.11580882352941177,0.15046977124183009,False,0,8,__Unknown__,0.5521366000175476,True,True,False,,,,,,,180.589313083582,67.5,167.5,403.0,456.0,470.5,623.5,aligned_unknown
IMG_7358.HEIC,13,0.9549398422241211,784,580,1041,672,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,16.0,43.0,0.35797665369649806,23644,1.282004012362414,0.9945945945945946,0,,,,,,,,,,0,,,price_tag_crops\tag_0013_price_not_found.jpg,price_not_found,COMBOM NESTLE ÚND,20,__Unknown__,0.4521656036376953,True,True,171.23813827532697,20,__Unknown__,171.23813827532697,0,0.06380753138075314,0.12177121771217712,0.07598465315197085,False,0,20,__Unknown__,0.4521656036376953,True,True,False,,,,,,,171.23813827532697,30.5,168.5,882.0,457.5,912.5,626.0,aligned_unknown
IMG_7358.HEIC,14,0.9494467377662659,0,3763,86,3846,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.05442622950819672,25.0,81.0,0.9651162790697675,7138,0.38703030960255924,0.49634934983658996,5,,,,,,,,,,0,,,price_tag_crops\tag_0014_price_not_found.jpg,price_not_found,,18,__Unknown__,0.6417457014322281,True,True,355.1087861486956,18,__Unknown__,355.1087861486956,5,0.44285714285714284,0.105,0.45335714285714285,False,0,18,__Unknown__,0.6417457014322281,True,True,False,,,,,,,355.1087861486956,-186.0,302.5,229.0,3502.0,43.0,3804.5,aligned_unknown
IMG_7358.HEIC,15,0.9463719725608826,0,568,169,672,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0002690341673392521,0.004708097928436911,38.0,98.0,0.6153846153846154,17576,0.9529902944206474,0.7393416763066568,0,"11,00",11.0,0.9932681322097778,,,,,,,1,"11,00",11.00,price_tag_crops\tag_0015_price_11_00.jpg,,A TRAD 380G | 63 | 1100,44,__Unknown__,0.41414397954940796,True,True,262.5385685951685,44,__Unknown__,262.5385685951685,0,0.026627218934911243,0.06209850107066381,0.032837069041977626,False,0,44,__Unknown__,0.41414397954940796,True,True,False,,,,,,,262.5385685951685,4.5,262.5,80.0,357.5,84.5,620.0,aligned_unknown
IMG_7358.HEIC,16,0.9285410642623901,2175,1280,2268,1367,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,34.0,83.0,0.9354838709677419,8091,0.4387030309602559,0.38037703916129945,1,,,,,,,,,,0,,,price_tag_crops\tag_0016_price_not_found.jpg,price_not_found,BISC AMANDA,15,__Unknown__,0.6283330082893371,True,True,291.9678920703439,15,__Unknown__,291.9678920703439,1,,,,True,1,,,,,,,,,,,,,,,,,,2221.5,1323.5,no_available_product_for_one_to_one
IMG_7358.HEIC,17,0.371423602104187,1456,4016,1678,4032,regular,False,image_single_palette,single_image_palette_no_reliable_contrast,,,white,1.0,image_single_palette,white,0.0,0.0,0.0,13.0,0.07207207207207207,3552,0.19259339586835114,1.0,6,,,,,,,,,,0,,,price_tag_crops\tag_0017_price_not_found.jpg,price_not_found,,26,__Unknown__,0.475013792514801,True,True,677.2034406291805,,,,6,,,,,,,,,,,,,,,,,,,,,,,1567.0,4024.0,no_product_in_shelf_row
