source_image,tag_index,detector_confidence,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sale_classification,is_promo,sale_reason,sale_color_reason,sale_geometry_reason,sale_keyword_match,sale_baseline_color,sale_baseline_confidence,sale_baseline_source,tag_color,tag_red_ratio,tag_yellow_ratio,tag_background_lab_b,tag_background_saturation,tag_aspect_ratio,tag_area,tag_area_to_median_ratio,tag_area_to_shelf_median_ratio,sale_shelf_index,primary_price,primary_value,primary_price_confidence,secondary_price,secondary_value,secondary_price_confidence,tertiary_price,tertiary_value,tertiary_price_confidence,price_count,prices,price_values,crop_file,ocr_error,ocr_text,closest_product_index,closest_product_label,closest_product_score,closest_product_is_unknown,closest_product_is_rejected,closest_product_distance_px,preferred_product_index,preferred_product_label,preferred_product_distance_px,alignment_shelf_row_index,alignment_horizontal_offset_ratio,alignment_vertical_gap_ratio,alignment_match_cost,alignment_one_to_one_reassigned,alignment_one_to_one_rejection_count,aligned_product_index,aligned_product_label,aligned_product_score,aligned_product_is_unknown,aligned_product_is_rejected,alignment_corrected,alignment_correction_reason,alignment_consensus_label,alignment_consensus_votes,alignment_consensus_total,alignment_consensus_share,alignment_consensus_product_indices,alignment_distance_px,alignment_dx_px,alignment_dy_px,alignment_product_center_x,alignment_product_center_y,alignment_price_tag_center_x,alignment_price_tag_center_y,alignment_status
IMG_7287.HEIC,0,0.9565379023551941,1274,2840,1475,2960,uncertain,,insufficient_color_baseline,insufficient_image_color_baseline,,,,0.0,insufficient_support,white,9.92063492063492e-05,0.0,0.0,12.0,0.5970149253731343,24120,1.0,1.0,0,"2,79",2.79,0.7713961601257324,"5,79",5.79,0.7577200531959534,"1,19",1.19,0.548065185546875,3,"2,79 / 5,79 / 1,19",2.79 / 5.79 / 1.19,price_tag_crops\tag_0000_price_2_79__5_79__1_19.jpg,,2.79 | 5.79 | 1.19 | 豆 | 国,14,__Unknown__,0.6736919432878494,True,True,134.00839525940157,11,RANCHEIRO__RANCHEIRO ROSQUINHA BANANA-CANELA RANCHEIRO,374.7776007180792,0,0.004545454545454545,0.16336633663366337,0.020882088208820884,True,0,14,__Unknown__,0.6736919432878494,True,True,False,,,,,,,134.00839525940157,1.5,134.0,1373.0,2766.0,1374.5,2900.0,aligned_unknown
